full_text,text_clean,class
Maksudnya di app jaklingko itu,maksud aplikasi jaklingko,0
gue setuju ka pak anies percaya diri dengan prorgam yg dibuatnya bisa memudahkan rakyatnya beraktivitas contohnya kartu JakLingko ka,tuju kakak anies percaya prorgam buat mudah rakyat aktivitas contoh kartu jaklingko kakak,1
Transjakarta jaklingko B 1317 VT 52 kalideres muara angke supir nya judes orang tua yang punya masalah dilutut tidak boleh dudul di bangku prioritas malah di suruh duduk di belakang dulu t9long supir nya dikasih edukasi ini udah kali 2 nya,transjakarta jaklingko bahasa kalideres muara angke supir judes orang punya masalah lutut dudul bangku prioritas suruh duduk belakang long supir kasih edukasi kali,2
Trayek jaklingko,trayek jaklingko,0
wkwk kal haid gni bgt nunggu jaklingko lama aja nangis,tertawa haid begini banget nunggu jaklingko menang,2
btw pake app jaklingko bisa semua qris gaes agak lebih ribet dari mrt j sih tapi yang penting bisa naik kalo lagi ga ada e money,ngomong-ngomong pakai aplikasi jaklingko qris guys ribet mass rapid transit penting naik tidak money,1
Kan gue 1 Jaklingko bareng bocil cwo Nah dia ini ngomong trus ya gue ladenin aja sambil liat2 art Sakura Trus dia blg eh itu Sakura ya pacarnya Naruto Aku blg engga ini Sakura pacarnya Sasuke Naruto jomblo canda Dia kekeh Sakura pacar Naruto,jaklingko bareng bocil bicara terus ladenin lihat sakura terus bilang sakura pacar naruto bilang engga sakura pacar sasuke naruto punya pacar canda kekeh sakura pacar naruto,0
Mending banyakin TMB TMS dan sejenisnya abis gitu angkot2 ditertibin bikin yg terintegrasi kayak jaklingko lalu halte2 benerin lagi dan wajib naik turun tmb tuh dr halte gitu bisa gak sih Biar nyaman gitu kita teh naik transportasi umum di Bandung ya kann,lebih baik banyakin jenis habis gitu angkot ditertibin buat integrasi jaklingko halte benerin wajib naik turun halte gitu nyaman gitu kakak perempuan naik transportasi umum bandung kann,1
ril pusing lemes msh di jaklingko yh pen tidur bgt,pusing lemes jaklingko ken tidur banget,0
Transjakarta halo min tolong donggg ini ditindak jaklingko 29 jurusan tj priok sukapura kartu jaklingko nya yg memang ga bisa ditap tapi supir nya marah marah sama saya dan ngomong yg ga enakin,transjakarta halo donggg tindak jaklingko jurus trans jakarta priok sukapura kartu jaklingko tidak tap supir marah marah bicara tidak enakin,2
taman langsat gratis taman literasi gratis ragunan jalan kaki sekitar fatmawati banyak makanan n exhibition di cipetenya naik jaklingko aja kalo cape gultik blok m cobain naik mrt gabut lebak bulus blok m gt wAKAKAK museum polri modern bgt cibis park,taman langsat gratis taman literasi gratis ragunan jalan kaki fatmawati makan exhibition cipetenya naik jaklingko jika lelah gultik blok cobain naik mass rapid transit bosan lebak bulus blok wakakak museum polri modern banget cibis park,0
apa maksudnya supir jaklingko 31 ngelambai2 dan menolak gue naik pdhl kosong padahal gue nyetop sesuai titik di gmaps halte depan hotel losari Transjakarta,maksud supir jaklingko ngelambai tolak naik padahal kosong nyetop sesuai titik gmaps halte hotel losari transjakarta,2
Hai Kak Bisa ya naik MRT Jakarta menggunakan aplikasi JakLingko Terima kasih,naik mass rapid transit jakarta guna aplikasi jaklingko terima kasih,0
satu jaklingko sm dosen wkwk,satu jaklingko sama dosen tertawa,0
Sekarang Jaklingko ada versi mobil Carry gini ya,jaklingko versi mobil carry gin,0
Hai Kak Untuk dapat naik MRT Jakarta Kakak dapat mengunakan kartu uang elektronik bank seperti JakLingko E Money Bank Mandiri Brizzi Bank BRI TapCash Bank BNI Flazz Bank BCA JakCard Bank DKI dan KMT Commuterline,naik mass rapid transit jakarta kakak guna kartu uang elektronik bank jaklingko money bank mandiri brizzi bank tapcash bank flazz bank jakcard bank commuterline,0
Hai Kak Terkait informasi penjualan kartu JakLingko silakan menghubungi media sosial JakLIngko ya Kak Terima kasih,kait informasi jual kartu jaklingko sila hubung media sosial jaklingko terima kasih,0
Selamat siang Kak Untuk Kartu JakCard amp Jaklingko terbitan Bank DKI belum dapat digunakan utk perjalanan Commuterline Silakan dapat menggunakan Kartu Multi Trip KMT kartu uang elektronik bank Brizzi E Money Flazz Tapcash atau aplikasi Gojek pada menu Go Transit Tks,selamat siang kartu jakcard jaklingko terbit bank guna jalan commuterline sila guna kartu multi trip kartu uang elektronik bank brizzi money flazz tapcash aplikasi gojek menu transit terima kasih,0
Gak bisa masuk Jaklingko,masuk jaklingko,2
hallo kak apakah jakcard bank DKI dan jaklingko bank DKI bisa dipakai naik kreta,hallo jakcard bank jaklingko bank pakai naik kreta,0
Transjakarta Nepi 5 tahun gee cuma omdo ungkul jeung emangna Pemda jeung Pemkot hayang ngasih subsidi bensin lewih TJ jeung Jaklingko teh make subsidi pemprov,transjakarta nepi tahun omdo ungkul jeung emangna perintah daerah jeung perintah kota hayang beri subsidi bensin lewih trans jakarta jeung jaklingko kakak perempuan make subsidi pemprov,2
tolong di edukasi lagi petugasnya mengenai aplikasi jaklingko Transjakarta masa mau keluar aja dipersulit mana responnya jutek bgt lg padahal dia nya aja yg ga ngerti,edukasi tugas kena aplikasi jaklingko transjakarta masa keluar sulit responnya galak banget saja tidak erti,2
Restu Beliin lah satu kartu jaklingko wkwkwk,restu belikan satu kartu jaklingko wkwkwk,0
Hai Kak BIsa ya Pembelian tiket MRT Jakarta menggunakan aplikasi JakLingko Terima kasih,beli tiket mass rapid transit jakarta guna aplikasi jaklingko terima kasih,0
info detail bisa hubungi jaklingko ya Kak Terima kasih,informasi detail hubung jaklingko terima kasih,0
kartu jelajah hijau bisa buat jaringan jaklingko TJ ato cuma buat MRT om,kartu jelajah hijau jaring jaklingko trans jakarta mass rapid transit,0
Hai Kak Untuk informasi detail mengenai kartu JakLingko dapat menghubungi media sosial JakLingko ya Kak Terima kasih,informasi detail kena kartu jaklingko hubung media sosial jaklingko terima kasih,0
jkt Lah bukannya Jaklingko dulu perubahan dari OK Otrip setelah Bang Sandi ga jadi Wagub Inisiasi awal OK Otrip kan,jakarta jaklingko ubah otrip sandi jadi wagub inisiasi awal otrip,0
Transjakarta kalo mau rekrut driver jaklingko yang bener dong 80 pelayanan ke customer gaada ramah nya malah songong banget,transjakarta rekrut driver jaklingko benar layan customer ada ramah sombong banget,2
Capek lari lari ngejar jaklingko,cape lari lari ngejar jaklingko,2
jkt DP Rp 0 tuh bukannya Samawa ya nama programnya JakHabitat lebih ke hunian yg berbasis TOD kan ya Btw soal JakLingko di angkot Mikrotrans juga udah diilangin logonya yg biasa di bagian pintu depan diganti logo Transjakarta,jakarta samawa nama program jakhabitat huni bas ngomong-ngomong soal jaklingko angkot mikrotrans diilangin logo bagi pintu ganti logo transjakarta,0
Kartu Flazz Jaklingko masih ada jual di vending machine Transjakarta,kartu flazz jaklingko jual vending machine transjakarta,0
jkt produk gacoan soalnya ini ngeganti jaklingko bisa kena babat,jakarta produk gaco soal ngeganti jaklingko kena babat,0
apa gada angkot jurusan jakarta singapur biar bs pk jaklingko,ada angkot jurus jakarta singapur bisa jahat kelamin jaklingko,0
Transjakarta Biasanya mesin yg jadul ga support emoney ada jg yg baru yg ga support karena error Keduanya jika memang terkendala kita tap pake kartu emoney terbitan bank mandiri baik yg berlogo jaklingko maupun tidak Maka sama2 tidak akan terbaca Itu yg disebut masalah TOB,transjakarta mesin jaman dulu support emoney baru tidak support error dua kendala pakai kartu emoney terbit bank mandiri baik logo jaklingko baca yang sebut masalah,0
target selanjutnya JakLingko ya nanti namanya di ganti jadi jaringan jalan kendaraan di singkat jadi JAJARAN,target lanjut jaklingko nama ganti jadi jaring jalan kendara singkat jadi jajar,0
jkt target selanjutnya JakLingko jadi rute terpadu masyarakat,jakarta target lanjut jaklingko jadi rute padu masyarakat,0
Yh tp enih gbs buat jaklingko sedih,enih bisa jaklingko sedih,0
Hai kak Untuk pembelian kartu Jaklingko dapat dilakukan di halte Transjakarta yang sudah tersedia Vending machine Berikut lokasi vending machine yang tersedia di halte Transjakarta Terima kasih DPS,beli kartu jaklingko laku halte transjakarta sedia vending machine ikut lokasi vending machine sedia halte transjakarta terima kasih,0
Hai Kak Mohon maaf atas kendala yang dialami mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih DPS,mohon maaf atas kendala alami kena saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email customercare terima kasih,0
jkt Dapet info dari supir jaklingko kalo dibulan agustus logonya bakal diganti,jakarta informasi supir jaklingko bulan agustus logo bakal ganti,0
jkt Dan paling ketauan niatnya kalo sampe diganti Jaklingko ini udah banyak bgt yg ngenalin terutama sbg angkot gratis walaupun sbnrnya jaklingko itu sistem integrasi pembayaran transportasi jkt belum lg soal kartu dan logonya selalu nempel dimana2,jakarta tahu niat sampai ganti jaklingko banget ngenalin utama angkot gratis benar jaklingko sistem integrasi bayar transportasi jakarta soal kartu logo nempel,0
jkt postingan2 di akunnya juga udah gak pernah pake logo jaklingko lagi,jakarta postingan akun pakai logo jaklingko,0
jkt Tapi brandingannya dikurangin dulu naik mikrotrans diajak buat pake kartu berlogo jaklingko sekarang udah promoin naik mikrotrans pake emoney biasa,jakarta brandingannya rangin naik mikrotrans ajak pakai kartu logo jaklingko promoin naik mikrotrans pakai emoney,0
Jaklingko jadi Angkutan Umum Terpadu Gratis,jaklingko jadi angkut umum padu gratis,1
Kos2an listrik max 1 5jt Lain2 jajan skincare 1jt Transportasi cari max 10k hari jd cari kos2an dekat via krl jaklingko free TJ Jalan kaki lebih baik 300k Ortu 800k Tabungan 1 jt Total 6 1 Masih ada sisa,listrik jajan skincare transportasi cari ribu hari jadi cari jaklingko bebas trans jakarta jalan kaki baik ribu orang tua ribu tabung total sisa,0
Segenap jajaran Dewan Komisaris Direksi dan Karyawan PT Bank DKI mengucapkan selamat ulang tahun ke 15 PT MRT Jakarta Jangan lupa gunakan JakCard Bank DKI dan JakLingko sebagai tiket perjalanan MRT Jakarta kamu BankDKI MRTJakarta JakCard JakLingko,segenap jajar dewan komisaris direksi karyawan bank ucap selamat ulang tahun mass rapid transit jakarta lupa guna jakcard bank jaklingko tiket jalan mass rapid transit jakarta bankdki mrtjakarta jakcard jaklingko,0
Cari kos maks 1 5 jt biasanya non ac cari yg sediain kipas kulkas dapur air pdam Terus masak aja kalau ga masak nasi lauk beli Habis tu mobilitas pake angkot jaklingko bisa 0 rupiah atau busway Bakalan hemat selebihnya tahan godaan beli ini itu,cari maks cari ain kipas kulkas dapur pdam terus masak tidak masak nasi lauk beli habis mobilitas pakai angkot jaklingko rupiah busway hemat lebih tahan goda beli,0
Jaklingko adalah hasil dari ketangguhan yang dilakukan oleh Pak Anies,jaklingko hasil tangguh laku anies,1
mama Dari semua daerah Deket Jakarta banyak yang angkot bermasalah Jadi harus objektif lu ga tau ajah ya proses utk pembentukan JAKLINGKO ini dulu bnyk penolakan dari sopir angkot terus karena diketahui proyek nya bakal menghasilkan banyak manfaat dan juga mensejahterakan baru deal,daerah dekat jakarta angkot masalah jadi objektif kamu tahu ajah proses bentuk jaklingko banyak tolak sopir angkot terus tahu proyek bakal hasil manfaat sejahtera baru deal,0
Disini aja dalam komplek militer Klo masuk musti ninggal KTP Klo gak mau ninggal KTP naik JakLingko cc,komplek militer kalau masuk mesti ninggal kalau ninggal naik jaklingko,0
wahyu Susah gabisa maju pola pikir orang2 sini wkw awal jaklingko dicetuskan aja banyak preman2 dan pengusaha angkot metromini or kopaja yg ngamuk2 Padahal dengan mereka gabung justru win win solution Sopir gk perlu cape ngejar setoran trs pengusaha gaperlu pusing sama c,wahyu susah bisa maju pola pikir orang awal jaklingko cetus preman usaha angkot metromini kopaja ngamuk gabung solution sopir perlu lelah ngejar setor terus usaha gaperlu pusing,1
kalo lebarin jalan kelamaan buat pembebasan lahannya aja bisa tahunan blm berantam buat persetujuan anggaran paling bener jaklingko diperbanyak bisa masuk ke kampung2,lebarin jalan lama bebas lahan tahun rantam tuju anggar benar jaklingko banyak masuk kampung,0
Td tb2 ada ibu2 nyamperin wkt lg nggu jaklingko Ibunya blg blm makan sakit maag dan cm minum air putih dr kemarin Badannya gemeteran YaAllah,tadi nyamperin waktu nggu jaklingko ibu bilang makan sakit maag cuma minum putih kemarin badan gemeteran allah,0
Kenapa ya tangsel ga punya buswaynya sendiri atau minimal jaklingko deh,tangsel punya buswaynya minimal jaklingko,0
pp aja nyambung jaklingko,pulang pergi nyambung jaklingko,0
Di Jakarta Utara kebantu banget adanya rute jaklingko,jakarta utara bantu banget rute jaklingko,1
Paling bner emg klo kena weekend kudu pke jaklingko,benar memang kalau kena weekend pakai jaklingko,1
Jaklingko ngebantu bgt sih udah mau 4 bulan di jkt gak punya kendaraan pribadi enjoy aja pake public transport,jaklingko ngebantu banget bulan jakarta punya kendara pribadi enjoy pakai public transport,1
Transjakarta min klo naik jaklingko bisa pake emoney kah Misal emoneynya baru harus tap di stasiun atau bisa langsung dipake,transjakarta kalau naik jaklingko pakai emoney misal emoneynya baru stasiun langsung pakai,0
Klau jaklingko berarti tanah adat Jakarta donk y,klau jaklingko arti tanah adat jakarta donk,0
Lbs Klau skrg kartu jaklingko y,klau sekarang kartu jaklingko,0
anies pas jadi gubernur apa sih warisannya orang yg ngomong gini kayanya ga pernah kenal sama angkot jaklingko,anies jadi gubernur waris orang bicara gin kayak kenal angkot jaklingko,1
Setujuuu Andai ada macem jaklingko gituuu kan ga perlu bawa kendaraan sampe stasiun,setujuuu andai macam jaklingko gituuu perlu bawa kendara stasiun,0
hidup tap in tap out tp Rp 0 sama kyk angkot jaklingko gratis syaratnya cuma punya kartu jaklingko emoney,hidup kayak angkot jaklingko gratis syarat punya kartu jaklingko emoney,1
Hai kak mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih RR,kena saldo potong kali sila lapor nomor customer care jaklingko hubung whatsapp phone email customercare terima kasih,0
gue cinta angkot TP ANGKOT BOGOR NO angkot jaklingko is yes karena terobos terus jalan terus kapan ya angkot bogor dibikin sistem kayak jaklingko uhuk,cinta angkot angkot bogor angkot jaklingko terobos terus jalan terus angkot bogor bikin sistem jaklingko uhuk,1
oiya jaklingko itu gratis Tj nya bayar 3500 murce bukan aku sungguh menantikan ada kendaraan macam ni lah di subay yg menjangkau all area ya yg sampe masuk2 gang gitu niscaya warga subay akan semangat naik kendaraan umum,oiya jaklingko gratis trans jakarta bayar murce sungguh nanti kendara subay jangkau area sampai masuk gang gitu niscaya warga subay semangat naik kendara umum,1
pagi ini memutuskan buat ga naik motor karna jakarta lagi ujan deres batttt drpd di jalan kuyup saya memilih utk mari naik tj dan angkot Dari tempat aku tinggal aku naik jaklingko dulu Buat temen2 subay fam yg belom tau jaklingko itu kaya wira wiri nya surabaya,pagi putus naik motor jakarta ujan deres batttt jalan kuyup pilih mari naik trans jakarta angkot tempat tinggal naik jaklingko teman subay belum tahu jaklingko kaya wira wiri surabaya,0
Ingin menaiki jaklingko udah tinggal selangkah mobilnya pergi Orang di belakang gue misuh2 lucu ke pak supir yang lain Kenapa cepet banget jalannya pak Lama banget nunggunya kan aku capek mau tidur Jadi merasa sangat introvert wkwkwkw,naik jaklingko tinggal selang mobil pergi orang belakang misuh lucu supir cepat banget jalan banget nunggunya cape tidur jadi rasa introvert wkwkwkw,0
BUAT LO SEMUA YANG PAKE EMONEY FLAZZ KARTU APAPUN SELAIN JAKLINGKO KATA GW GANTI KARTU KE YANG BARU GK TAU YG BARU APAAN GK GUNA BGT NIH SISTEM TJ TIBA2 UDAH GK BISA BACA KARTU LAMA TERUS GK ADA PENGUMUMAN APAPUN DARI PIHAK Transjakarta DAN GK ADA SOLUSINYA,kamu pakai emoney flazz kartu apa jaklingko kata ganti kartu baru tahu baru banget sistem trans jakarta tiba baca kartu terus umum apa pihak transjakarta solusi,0
Hoi check tapper kalian itu tidak pernah dicek atau gimana sih setiap tapping masuk kepotong keluar kepotong dalam satu trip Petugas di lapangan ga ngerti kalo ditanya 3 500 perak kalo tiap hari kepotong 2x dalam 1 trip itu sangat ngehek,check tapper cek bagaimana tapping masuk potong keluar potong satu trip tugas lapang erti tanya perak hari potong trip ngehek,2
Tolong dong angkot angkot ini dibikin kayak jaklingko Tertib gitu loh gak asal ngelanggar perlintasan id hrt,angkot angkot bikin jaklingko tertib gitu asal ngelanggar lintas,1
Setahun naik jaklingko masih aja sering nemu supir yang beda beda Makin ngerti kalo watak orang tu beragam bangef,tahun naik jaklingko nemu supir beda beda erti watak orang agam bangef,0
Sapta5 Jaklingko ditiru Malaysia,sapta jaklingko tiru malaysia,0
Jkt di era anies utk transport gue akuin keren sih dgn dia cetuskan jaklingko krn bener2 helpful bgt,jakarta anies transport akuin keren cetus jaklingko benar helpful banget,1
HEMAT ONGKOS HAMPIR 50 DENGAN TARIF INTEGERASI JAKLINGKO Informasi di atas 100 HOAKS Selengkapnya di hoaks jalahoaks jakarta,hemat ongkos tarif integerasi jaklingko informasi atas hoaks lengkap hoaks jalahoaks jakarta,0
coba kartu jaklingko bisa jadi ld eline jaewon angyeong,coba kartu jaklingko jadi eline jaewon angyeong,0
Padahal dari Lebak Bulus ke Pinang Ranti gampang tinggal naek 7A turun di Kp Rambutan terus tinggal naik Jaklingko 19 atau 71 itu ke Pinang Ranti,lebak bulus pinang ranti gampang tinggal naik jadi orang turun rambutan terus tinggal naik jaklingko pinang ranti,0
YA INILAH NEGARA Indonesia gt NEGARA CARUT MARUT INDONESIA IS A CHAOTIC COUNTRY ASN LURAH KADES GUBERNUR MENTERI WAMEN TNI POLRI WALIKOTA RUKUNTETANGGA RUKUNWARGA CAMAT JURUMUDITRANSJAKARTA JAKLINGKO amp GOJEK GRAB gt JD MALING,negara indonesia negara carut marut indonesia jadi orang chaotic country lurah kades gubernur menteri wamen polri walikota rukuntetangga rukunwarga camat jurumuditransjakarta jaklingko gojek grab jadi maling,2
Transjakarta Min kalo jaklingko yg lewat daerah buaran lampu merah Dunkin Donut itu no berapa ya Thx,transjakarta jaklingko lewat daerah buar lampu merah dunkin donut terimakasih,0
jaklingko yg angkot mikrolet itu byr nya pake kartu jaklingko busway transjkt beli tiket cukup tap kartu flazz bc4 emoney bn1 tap cash kalo masih bingung bisa tanya Transjakarta,jaklingko angkot mikrolet bayar pakai kartu jaklingko busway transjkt beli tiket cukup kartu flazz emoney cash bingung tanya transjakarta,0
Busway tj transjakarta kaga pake tiket tinggal tap emoney pas masuk dan keluar Jaklingko kayaknya mah yg angkot itu,busway trans jakarta transjakarta pakai tiket tinggal emoney masuk keluar jaklingko seperti angkot,0
Mau dibikin kek jaklingko juga lier da di bandung mah banyak angkot yang kepemilikannya perorangan,bikin kayak jaklingko lier bandung angkot milik orang,0
Hallo Transjakarta apa ada opsi dari stasiun rajawali ke springhill office tower kemayoran dgn menggunakan jaklingko Terima kasih,hallo transjakarta opsi stasiun rajawali springhill office tower mayor guna jaklingko terima kasih,0
KawanJaKita mau 5 kartu Jaklingko Yuk sini ikutan Caranya gampang Screenshot dan jelaskan arti kota Jakarta dari kata yang kalian dapatkan pada video di atas Lalu post di stories dan jangan lupa mention dan ajak 3 teman untuk ikutan,kawanjakita kartu jaklingko ikut cara gampang screenshot jelas arti kota jakarta kata dapat video atas post stories lupa mention ajak teman ikut,0
Dibikin kayak jaklingko aja,bikin jaklingko,0
Tanah abang udah rapi jadi semrawut lagi pulomas kelapa gading kampung melayu tadinya cepet surut sekarang balik kesebelumnya janji buat perumahan jadinya rusunawa mana tadinya buat yang umr sekarang minimal gaji 7jt tp harus diakui program yang bagus jaklingko,tanah abang rapi jadi semrawut pulomas kelapa gading kampung melayu cepat surut balik belum janji rumah jadi rumah susun sewa minimal gaji aku program bagus jaklingko,1
Apa bedanya Listrik vs BBM sama2 macet anjir urusin noh transportasi umum jaklingko jalurnya ga lengkap krl caos kereta jalurnya banyak belom ke shuttle semua daerah angkot pedesaan masih belum dapat peremajaan amp fasilitas huh tokai tokai aturan tokai,beda listrik macet urusin transportasi umum jaklingko jalur lengkap caos kereta jalur shuttle daerah angkot desa remaja fasilitas atur,0
Ya Tuhan terimakasih gw pulang pergi kantor ga harus naek KRL Cukup jaklingko gratististis dan tydack berdesakan,tuhan terimakasih pulang pergi kantor naik cukup jaklingko gratististis tydack desa,1
Aku tiap ngejar jaklingko,ngejar jaklingko,0
naik jaklingko dr uki langsung turun sebrang gang rumah,naik jaklingko langsung turun sebrang gang rumah,0
Hai kak silahkan naik bus rute 9D turun di Hlate Kuningan barat kemudian dilanjutkan dengan bus koridor 9 arah Pinang Ranti turun di BNN transit dengan bus koridor 7 arah KP Rambutan dan dilanjutkan dengan layanan jaklingko JAK 73 Terima kasih WY,silah naik rute turun hlate kuningan barat lanjut koridor arah pinang ranti turun transit koridor arah rambutan lanjut layan jaklingko terima kasih,0
Berawalan dari gua naik jangliko gua gak tau kalau jaklingko itu ada pengelihan karena gua sibuk main hp akhirnya gua dimarahi berhenti tiba tiba dan supir itu bilang hati hati lu mau tanggung jawab Tanggung jawab apaan dah dalam hati tapi akhirnya gua bilang sorry bang,awal naik jangliko tahu jaklingko kelih sibuk main handphone marah henti tiba tiba supir bilang hati hati kamu tanggung jawab tanggung jawab hati bilang maaf,2
Gajelas bgt nih emg the power of women jaklingko cuma muat 3 dan 5 org masih aja dipaksa buat 4 amp 6 org,gajelas banget memang power women jaklingko muat orang paksa orang,2
JAM SEGINI MSH DI PS MINGGU TEBAKTEBAKAN AKU SAMPE RUMAH JAM BERAPA DGN NAIK BASWE JAKLINGKO DENGAN KEADAAN MACETNYA SIMATUPANG,gin minggu tebaktebakan rumah naik baswe jaklingko ada macet simatupang,0
Mau hemat nunggu jaklingko seabad berakhir naik angkot pas naik angkot malah ga sampe tujuan Nangis,hemat nunggu jaklingko abad akhir naik angkot naik angkot sampai tuju menang,0
Sumpah sebel banget Lu tau sepanjang flyover bintaro gue diklaksonin sama angkot jaklingko jurusan pesanggrahan Padahal depan gue ada mobil Dan macet tp masih bisa jalan Mana flyover kalo dari arah veteran ke bintaro kan aspalnya ada tambalan Jadi jedak jeduk jalannya,sumpah sebel banget kamu tahu flyover bintaro diklaksonin angkot jaklingko jurus pesanggrahan mobil macet jalan flyover arah veteran bintaro aspal tambal jadi jedak jeduk jalan,0
Transjakarta Hi jaklingko Saya tau sih naik ini gratis Tp masa musti kaya ugal2an gitu nyetirnya ga bisa kah yg bener normal ky pengendara mobil biasanya gt bkin mabok bgt,transjakarta jaklingko tahu naik gratis masa mesti kaya ugal gitu nyetirnya yang benar normal kendara mobil bkin mabok banget,2
Serius deh jaklingko ngasal bgt nyetirnya lebih parah dr metromini jaman dulu Mabok banget saya tolong pengemudinya pada udah lulus ujian mengemudi blm ya Rasanya kaya naik mobil org yg belom punya SIM ngebut Mabok poll,serius jaklingko ngasal banget nyetirnya parah metromini jaman mabok banget mud lulus uji kemudi rasa kaya naik mobil orang belum punya ngebut mabok poll,2
Kalo yg jakcard lawas ga bs sam buat jaklingko yg ane pake ke ragunan buat jogging kemarin itu ga bs krn lawas,jakcard lawas bisa jaklingko yang pakai ragunan jogging kemarin bisa lawas,0
georgee bravo b Ini bener jenisnya mungkin banyak dan gratis tapi gak kayak dulu yang baru beberapa menit pergi udah dateng yang baru lagi Jadi gak bakal nunggu lama Temen kerja gue ada yang sebenarnya dia bisa pulang naik jaklingko kan enak gratis tapi dia gak mau karena lama Mending ojol,georgee bravo bahasa benar jenis gratis baru menit pergi dateng baru jadi bakal nunggu teman kerja pulang naik jaklingko enak gratis lebih baik ojol,0
LA AAMIINN didoakan dari segala sisi,aamiinn doa sisi,0
Transjakarta dan jawaban jaklingko malah disuruh hubungi pt transjakarta bingungin kan udh sering kepotong 2x aldo saldo ga balik balik malah di pimpong padahal seluruh transaksi transjakarta yang mengelola adalah jaklingko,transjakarta jawab jaklingko suruh hubung transjakarta bingungin udah potong aldo saldo balik balik pimpong transaksi transjakarta kelola jaklingko,2
Transjakarta beberapa kartu sudah saya lapor ke jaklingko via whatsapp di januari dan februari baru diproses kemarin juni tgl 12 jawabannya ya betul 3 bulan lebih untuk sekedar mengetahui report saldo terpotong 2x dan hasil reportnya adalah transaksi yang saya laporkan dicek tidak ada,transjakarta kartu lapor jaklingko whatsapp januari februari baru proses kemarin juni tanggal jawab betul bulan dar tahu report saldo potong hasil reportnya transaksi lapor cek,2
Transjakarta saya kurang lebih sudah 4 kartu elektronik baik yg ada logo jaklingko maupun yg kartu non jakingko dari flazz gen 2 emoney jaklingko emoneu non jaklingko sampe brizzi semuanya pernah terpotong dua kali,transjakarta kurang kartu elektronik baik logo jaklingko kartu jakingko flazz emoney jaklingko emoneu jaklingko brizzi potong kali,0
Transjakarta Dulu mesti berlogo jaklingko smp penumpang di suruh turun kl g ada,transjakarta mesti logo jaklingko tumpang suruh turun kalo,0
Gila nih jaklingko 115 orang lagi mau masuk angkot dia main jalan aja stress supirny mana kalo nyupir kenceng banget lagi,gila jaklingko orang masuk angkot main jalan stre supirny nyupir kenceng banget,2
Hallo min Transjakarta saya mau nanya untuk jaklingko 14 itu dia putarnya kemana dulu yah soalnyaa saya lama nunggunya di depan kfc dan kenapa saya harus jalan jauh dulu yah untuk ketemu plaang bus stop,hallo transjakarta tanya jaklingko putar soalnyaa nunggunya jalan jauh ketemu plaang henti,0
Transjakarta Rute 1E dari pondok labu Saya lihat beberapa pengguna kartu jaklingko jg error di mesin tap nya Tpi pas saya naik ke arah rambutan udah normal lagi Mungkin mesin di bus tsb memang sedang error,transjakarta rute pondok labu lihat guna kartu jaklingko error mesin naik arah rambutan normal mesin error,2
Tolong buat semua supir angkot jaklingko 14 jurusan tanah abang meruya jika penumpang belum duduk hendak turun ingin naik jangan di gas terus dong tetapi berhenti lalu tunggu sampai penumpang benar benar duduk turun atau naik Transjakarta,supir angkot jaklingko jurus tanah abang meruya tumpang duduk turun naik terus henti tunggu tumpang benar benar duduk turun naik transjakarta,2
saya pikir Jaklingko belum cukup efektif sebagai bus pengumpan ke Halte TJ Penggunan jaklingko adalah pengguna angkot sebelumnya Org org lebih milih naik ojek kalau ke halte,pikir jaklingko cukup efektif umpan halte trans jakarta gun jaklingko guna angkot orang orang milih naik ojek halte,2
Target Dishub DKI kalo gasalah paling lambat 170 trayek angkot brarti 100 persen dilayani Jaklingko di 2025 awal ampe detik ini malah baru mau 100 ampe akhir tahun maybe 120 trayek Masih lama banget Padahal armada kita banyak cuma ga segera disebar for trayek baru gitu,target dishub gasalah lambat trayek angkot brarti persen layan jaklingko awal detik baru akhir tahun maybe trayek banget armada sebar trayek baru gitu,0
Gausah Bodetabek di Jakarta sendiri aja cakupannya blom merata mas Blom smua trayek angkot di Jakarta 100 persennya berubah jadi Jaklingko Kan banyak banget tuh trayeknya Masih PR besar mangkanya kenapa Mikrotrans masih gratis karna targetnya kalo dah smua baru bayar,usah bodetabek jakarta cakup blom rata blom smua trayek angkot jakarta persen ubah jadi jaklingko banget trayek besar mangkanya mikrotrans gratis target sudah smua baru bayar,0
Mana jaklingko kaga bs kalo ga pake kartu,jaklingko bisa tidak pakai kartu,2
Emang molor ga kelar dalam waktu 5 tahun kepemimpinan kemaren 2017 2022 but biarlah tapi TJ n Dishub sepakat paling lambat awal 2025 smua angkot di Jakarta jadi Jaklingko Masalahnya yang jadi aneh selama ini manajemen TJ itu sendiri Kebanyakan Armada ga segera disebar,memang molor kelar waktu tahun pimpin kemarin biar trans jakarta dishub sepakat lambat awal smua angkot jakarta jadi jaklingko masalah jadi aneh manajemen trans jakarta banyak armada sebar,0
